Farming_Turnover,Crop_Yields,Market_Demand,Land_Ownership,Land_Size,Weather_Data,Government_Subsidy,Expenses,Livestock_Inventory,Education,Debts_Liabilities,Community_Feedback,Creditworthiness
56129,2261,Medium,Leased,12,Variable,No,16403,Cattle,College Degree,0,High,Very Good
44048,2805,Low,Leased,7,Normal,Yes,15279,Chicken,None,2000,Low,Excellent
58412,2729,Medium,Leased,8,Variable,No,19598,Cattle,College Degree,0,High,Good
40446,1847,Low,Leased,7,Normal,Yes,18150,Sheep,High School,10000,Medium,Average
60954,2125,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,Medium,Average
53119,2268,High,Owned,12,Variable,Yes,15517,Cattle,College Degree,0,High,Good
48169,1938,Low,Owned,10,Normal,Yes,15223,Cattle,College Degree,0,High,Good
51498,2084,Low,Owned,8,Unpredictable,Yes,12627,Sheep,None,2000,High,Average
56883,2286,High,Leased,7,Normal,Yes,17207,Cattle,High School,10000,Low,Poor
40000,1500,Medium,Owned,8,Unpredictable,Yes,15255,Sheep,None,0,High,Average
75000,2404,High,Leased,12,Normal,No,14758,Cattle,High School,0,Low,Average
75000,2989,Medium,Leased,12,Variable,No,19441,Chicken,College Degree,2000,Medium,Excellent
56361,2273,High,Owned,10,Normal,Yes,14590,Cattle,High School,0,High,Good
40000,1824,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
48320,2458,High,Leased,10,Normal,Yes,16040,Pigs,College Degree,10000,Low,Poor
58012,2201,High,Leased,5,Normal,Yes,17134,Pigs,High School,10000,Low,Poor
60131,2026,High,Leased,7,Normal,No,17095,Chicken,High School,10000,Low,Poor
75000,3000,Medium,Leased,5,Variable,No,18726,Chicken,College Degree,2000,Medium,Excellent
57160,1500,High,Leased,10,Normal,Yes,17137,Sheep,High School,10000,Medium,Poor
56824,2325,Low,Owned,10,Variable,No,15067,Cattle,College Degree,0,Medium,Very Good
56845,2120,Medium,Owned,12,Variable,No,15808,Cattle,High School,0,High,Very Good
57049,1945,High,Owned,10,Normal,Yes,17196,Cattle,High School,10000,Low,Good
40649,2254,Low,Owned,10,Unpredictable,Yes,14824,Cattle,None,500,Low,Very Good
55896,3000,High,Leased,10,Normal,Yes,15757,Pigs,High School,10000,Low,Poor
43492,1716,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,Low,Average
75000,3000,Medium,Leased,5,Variable,No,18138,Chicken,College Degree,2000,Medium,Excellent
75000,3000,Low,Leased,10,Variable,Yes,18325,Chicken,College Degree,2000,Low,Poor
75000,2967,High,Leased,7,Normal,Yes,15966,Chicken,High School,10000,Low,Excellent
48736,1500,Medium,Owned,12,Unpredictable,No,14825,Cattle,None,0,High,Very Good
64615,2334,High,Owned,7,Normal,Yes,14689,Cattle,High School,10000,Low,Poor
41402,2650,High,Owned,5,Unpredictable,Yes,18558,Sheep,None,500,Medium,Poor
64769,3000,Medium,Leased,5,Variable,No,17059,Pigs,College Degree,2000,Medium,Average
75000,3000,Low,Leased,5,Variable,No,17890,Chicken,College Degree,2000,Medium,Good
51933,2586,High,Leased,7,Normal,Yes,15102,Pigs,High School,0,Low,Good
58864,2294,High,Leased,7,Normal,Yes,16476,Pigs,High School,10000,Low,Good
41663,1711,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
60968,2208,High,Owned,10,Variable,No,15169,Chicken,High School,0,Low,Very Good
50458,2432,Medium,Owned,10,Normal,Yes,15642,Cattle,None,0,High,Good
72915,2554,Medium,Owned,12,Variable,No,15204,Cattle,College Degree,2000,High,Good
51631,2420,Medium,Owned,7,Variable,No,16002,Cattle,College Degree,0,High,Very Good
59427,3000,High,Owned,12,Normal,Yes,18146,Cattle,High School,0,Low,Good
75000,3000,Medium,Leased,7,Normal,Yes,18972,Chicken,High School,2000,Low,Excellent
40000,1833,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
54848,2065,High,Leased,10,Unpredictable,No,14512,Cattle,High School,0,Medium,Very Good
46428,2107,Medium,Owned,12,Variable,Yes,15167,Sheep,College Degree,0,High,Good
53785,2042,High,Leased,7,Normal,Yes,16260,Pigs,High School,10000,Low,Poor
52579,1500,High,Owned,8,Unpredictable,Yes,15838,Cattle,College Degree,0,High,Average
67590,2090,Medium,Owned,10,Variable,No,15356,Cattle,College Degree,2000,Medium,Very Good
61867,2464,High,Leased,12,Normal,Yes,17188,Chicken,High School,0,Low,Good
55634,3000,High,Leased,10,Normal,Yes,16908,Pigs,High School,10000,Low,Poor
41279,1517,Low,Leased,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
55656,3000,High,Owned,8,Normal,Yes,16841,Pigs,High School,0,Low,Good
57374,2334,Medium,Owned,5,Variable,No,15249,Cattle,College Degree,0,High,Good
53227,3000,Medium,Owned,8,Variable,No,15344,Cattle,College Degree,0,High,Very Good
51136,2124,Low,Owned,12,Variable,Yes,14759,Cattle,College Degree,0,High,Very Good
55352,2051,High,Owned,7,Unpredictable,Yes,16672,Chicken,None,10000,Low,Poor
53075,2281,Medium,Leased,5,Normal,No,15307,Cattle,High School,0,High,Very Good
42746,1822,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
51708,2187,Medium,Owned,12,Normal,Yes,15017,Cattle,High School,0,Low,Poor
64895,2792,Medium,Leased,8,Unpredictable,No,15859,Cattle,College Degree,0,Medium,Very Good
52077,3000,Medium,Owned,5,Variable,No,12748,Sheep,College Degree,500,Low,Excellent
75000,3000,Medium,Leased,5,Variable,No,18130,Chicken,College Degree,2000,Medium,Excellent
60262,2750,High,Leased,5,Normal,Yes,18597,Cattle,High School,500,Low,Poor
40000,1500,Medium,Owned,8,Unpredictable,Yes,15954,Cattle,College Degree,0,High,Very Good
75000,3000,High,Owned,5,Variable,No,17575,Cattle,College Degree,2000,Medium,Excellent
53824,2273,High,Owned,10,Normal,Yes,13836,Cattle,High School,0,Low,Good
50175,2264,Medium,Owned,12,Variable,No,15570,Cattle,High School,0,High,Very Good
75000,3000,High,Leased,7,Normal,No,17453,Pigs,None,2000,Medium,Poor
58542,1866,Low,Owned,10,Normal,Yes,12246,Cattle,High School,500,High,Average
56088,2275,High,Leased,12,Normal,Yes,17941,Cattle,High School,2000,Low,Poor
49463,1723,Medium,Owned,8,Variable,Yes,15208,Sheep,College Degree,500,High,Average
67814,2194,Medium,Owned,12,Variable,No,15748,Cattle,College Degree,2000,Medium,Average
52489,2134,High,Owned,7,Normal,No,14924,Cattle,None,0,High,Good
42843,1500,Low,Owned,8,Variable,Yes,15334,Cattle,High School,2000,High,Average
59145,1999,Medium,Owned,8,Variable,Yes,15998,Cattle,High School,500,High,Very Good
51595,1930,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
57671,2426,Low,Leased,10,Normal,Yes,17127,Pigs,High School,2000,Low,Excellent
56147,2887,Medium,Owned,12,Variable,No,16043,Cattle,College Degree,0,Low,Very Good
40000,1682,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,0,Low,Average
65093,2812,Low,Leased,7,Normal,Yes,16734,Pigs,College Degree,2000,High,Excellent
57073,2878,Medium,Owned,10,Variable,No,14950,Cattle,College Degree,0,Low,Excellent
58125,3000,High,Owned,10,Variable,Yes,15369,Cattle,High School,0,Low,Excellent
59054,2022,Medium,Owned,7,Normal,No,15293,Cattle,High School,0,Low,Good
68589,3000,Medium,Owned,10,Variable,No,16259,Cattle,College Degree,2000,Medium,Excellent
44066,1650,Low,Leased,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
55119,1595,Low,Owned,10,Normal,Yes,14060,Cattle,High School,0,Low,Poor
75000,3000,Medium,Owned,5,Variable,No,16038,Cattle,College Degree,0,Medium,Very Good
42044,1586,High,Owned,8,Variable,Yes,15135,Cattle,None,500,Low,Average
43444,2003,Medium,Owned,12,Variable,No,15502,Cattle,High School,0,High,Average
61435,2094,High,Owned,5,Variable,Yes,15098,Cattle,High School,0,Low,Excellent
62855,3000,High,Leased,5,Normal,Yes,16035,Pigs,High School,10000,Low,Poor
47613,2531,High,Owned,10,Normal,Yes,12000,Pigs,High School,0,Low,Good
40000,2319,Low,Owned,8,Unpredictable,No,15516,Sheep,None,2000,High,Very Good
45417,2037,Medium,Owned,8,Unpredictable,Yes,12123,Cattle,None,0,High,Good
53675,2420,High,Leased,7,Normal,Yes,15490,Pigs,High School,10000,Low,Poor
64257,3000,Medium,Owned,5,Variable,Yes,14962,Chicken,High School,10000,Low,Excellent
40205,1933,Medium,Owned,8,Unpredictable,No,15142,Cattle,College Degree,500,High,Very Good
59194,2258,Low,Leased,7,Normal,Yes,16030,Pigs,High School,10000,Low,Poor
40000,2059,Low,Owned,10,Normal,Yes,14231,Cattle,None,500,High,Good
54541,2449,High,Leased,7,Normal,Yes,14239,Cattle,High School,0,Low,Poor
42769,1936,High,Owned,8,Normal,Yes,17728,Sheep,None,0,High,Excellent
59306,2376,High,Owned,5,Variable,Yes,19159,Chicken,College Degree,0,Low,Excellent
51892,1997,Medium,Owned,12,Normal,No,15474,Cattle,College Degree,0,High,Very Good
45550,1745,High,Owned,10,Normal,Yes,12000,Cattle,High School,500,Low,Good
58387,2292,Medium,Owned,12,Normal,No,16480,Cattle,College Degree,0,Medium,Very Good
40000,1906,Medium,Owned,12,Unpredictable,No,15690,Cattle,None,0,High,Very Good
43617,2373,High,Owned,7,Normal,Yes,15110,Pigs,High School,500,Low,Poor
67754,2275,High,Leased,7,Normal,Yes,15472,Pigs,High School,10000,Low,Poor
57599,2493,Medium,Owned,12,Normal,No,18336,Pigs,College Degree,0,Low,Very Good
73522,3000,Medium,Leased,5,Normal,No,18289,Chicken,High School,2000,Medium,Average
49271,2421,Medium,Owned,7,Normal,Yes,15188,Cattle,High School,0,Low,Good
52889,2205,High,Leased,7,Normal,Yes,16531,Pigs,High School,10000,Low,Good
50165,2013,Medium,Owned,12,Variable,No,16336,Cattle,College Degree,0,High,Good
51191,2539,Medium,Owned,12,Variable,No,15481,Cattle,College Degree,2000,High,Very Good
64544,2646,Medium,Leased,10,Normal,Yes,16958,Pigs,High School,10000,Low,Poor
40000,1734,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
74949,3000,Medium,Leased,5,Variable,No,18496,Chicken,College Degree,2000,Medium,Excellent
56847,2221,High,Owned,12,Normal,Yes,14842,Cattle,High School,0,High,Very Good
50560,2439,Medium,Leased,12,Variable,No,15560,Chicken,College Degree,0,Medium,Very Good
46281,1500,Low,Owned,5,Variable,No,12317,Cattle,None,500,High,Very Good
55791,2337,High,Owned,10,Variable,Yes,14599,Cattle,High School,0,Low,Very Good
56163,2300,Medium,Owned,7,Normal,Yes,15707,Cattle,College Degree,500,Medium,Average
59779,2547,Medium,Owned,12,Unpredictable,No,15642,Cattle,College Degree,0,High,Very Good
75000,3000,Medium,Leased,8,Variable,Yes,18695,Chicken,College Degree,2000,Medium,Excellent
40000,1811,Low,Owned,10,Normal,Yes,15249,Cattle,None,0,High,Poor
40000,1940,Low,Leased,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40000,1737,Medium,Owned,12,Variable,No,12025,Cattle,College Degree,0,High,Very Good
52497,2364,High,Owned,10,Normal,Yes,14223,Cattle,None,2000,Low,Good
48604,2057,Medium,Owned,5,Variable,No,17139,Chicken,College Degree,2000,Medium,Excellent
45093,1787,Low,Owned,8,Unpredictable,Yes,12225,Sheep,None,500,High,Average
63057,2406,High,Owned,12,Normal,No,15671,Cattle,College Degree,10000,Low,Excellent
47213,2290,Medium,Owned,10,Normal,No,15524,Cattle,College Degree,0,High,Very Good
49608,1580,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
43738,2418,High,Leased,5,Unpredictable,Yes,17451,Pigs,None,10000,High,Good
44529,1915,Low,Owned,10,Unpredictable,Yes,12000,Chicken,None,500,High,Average
60290,1749,Medium,Owned,12,Variable,Yes,15672,Cattle,College Degree,0,High,Average
51411,2405,High,Owned,8,Variable,No,14848,Cattle,High School,0,High,Good
71992,2697,Medium,Owned,5,Normal,No,17723,Chicken,College Degree,2000,Medium,Excellent
54191,1574,High,Owned,10,Normal,Yes,12000,Pigs,High School,0,Low,Good
53308,2257,High,Owned,12,Normal,Yes,14704,Pigs,College Degree,10000,Low,Good
75000,3000,High,Leased,7,Normal,Yes,18807,Chicken,College Degree,2000,Medium,Excellent
69616,2908,Low,Owned,8,Unpredictable,Yes,12011,Cattle,High School,0,Medium,Excellent
58089,2510,Medium,Owned,7,Variable,No,14768,Cattle,High School,0,High,Good
57066,2960,Medium,Owned,5,Variable,No,17989,Chicken,None,500,High,Average
75000,2791,Medium,Owned,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
75000,2797,Medium,Leased,5,Unpredictable,No,17350,Chicken,College Degree,2000,Medium,Excellent
59068,2620,High,Leased,7,Normal,Yes,17177,Pigs,High School,10000,Low,Good
50005,2433,Medium,Owned,5,Unpredictable,No,14588,Cattle,College Degree,0,High,Very Good
44329,1741,Low,Owned,8,Normal,Yes,12000,Sheep,None,10000,High,Average
67266,3000,Low,Leased,5,Variable,Yes,19413,Chicken,None,0,Medium,Excellent
73498,2517,Medium,Owned,5,Variable,No,19056,Cattle,College Degree,0,High,Excellent
56734,2310,High,Owned,7,Variable,No,15028,Pigs,None,2000,High,Poor
60336,2987,High,Owned,10,Normal,Yes,16799,Pigs,High School,0,Low,Good
64798,2386,High,Leased,7,Normal,Yes,17795,Pigs,High School,10000,Low,Good
75000,2974,High,Leased,7,Normal,Yes,17811,Pigs,High School,10000,Low,Poor
43318,1956,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
52640,2286,Medium,Owned,12,Variable,No,16531,Cattle,College Degree,0,High,Very Good
54604,2192,Low,Owned,12,Unpredictable,Yes,16728,Cattle,College Degree,0,High,Good
40575,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
53575,2357,High,Leased,7,Normal,Yes,15652,Pigs,High School,10000,Low,Good
55785,2218,Low,Owned,12,Unpredictable,Yes,15373,Cattle,College Degree,2000,Low,Average
62555,2775,Medium,Owned,12,Variable,No,15694,Cattle,College Degree,0,High,Excellent
40000,2088,Low,Owned,5,Unpredictable,Yes,12000,Sheep,None,500,High,Average
75000,3000,Medium,Leased,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
52231,1743,Medium,Owned,5,Variable,No,12319,Sheep,College Degree,500,High,Very Good
46492,2240,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
44106,2200,Medium,Owned,12,Variable,Yes,15397,Cattle,None,500,Medium,Very Good
40888,1500,Low,Owned,7,Unpredictable,Yes,12000,Sheep,High School,500,Low,Average
47579,1753,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
57281,2417,Medium,Owned,12,Variable,No,19564,Cattle,College Degree,0,Medium,Very Good
75000,3000,High,Leased,10,Normal,Yes,18781,Sheep,High School,2000,Medium,Excellent
41443,1755,Low,Owned,10,Normal,Yes,12000,Pigs,None,500,High,Poor
56277,2532,High,Owned,10,Normal,Yes,17621,Pigs,High School,0,Low,Very Good
44886,1674,Low,Owned,10,Normal,Yes,12000,Sheep,High School,0,High,Average
55059,1758,High,Leased,7,Normal,Yes,17282,Pigs,High School,10000,Low,Poor
58735,3000,High,Leased,7,Variable,Yes,15752,Pigs,High School,0,Low,Poor
41661,1974,Low,Owned,8,Unpredictable,Yes,12000,Sheep,High School,500,Low,Poor
60252,2412,High,Leased,7,Normal,Yes,17523,Pigs,High School,10000,Low,Poor
49595,2504,High,Owned,7,Variable,No,14592,Cattle,College Degree,0,High,Very Good
40000,1615,Low,Owned,8,Normal,Yes,12000,Sheep,None,500,High,Average
57069,2404,High,Leased,10,Normal,Yes,16616,Cattle,High School,0,Low,Good
59833,2648,Medium,Owned,12,Variable,No,15582,Cattle,College Degree,0,Low,Good
63339,3000,Medium,Leased,5,Normal,Yes,17712,Chicken,High School,10000,Low,Poor
73899,3000,Medium,Leased,12,Variable,No,15393,Chicken,College Degree,0,High,Very Good
52204,2377,Medium,Owned,12,Variable,No,16424,Cattle,College Degree,0,High,Very Good
51006,3000,High,Owned,7,Normal,Yes,17337,Chicken,High School,10000,Low,Average
53556,2859,High,Leased,7,Normal,No,16727,Chicken,College Degree,10000,Low,Poor
71928,3000,High,Leased,7,Variable,Yes,17958,Chicken,College Degree,10000,Medium,Average
45245,1703,Low,Owned,8,Unpredictable,Yes,16441,Chicken,High School,2000,High,Average
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
59885,2913,High,Leased,7,Normal,Yes,16706,Pigs,High School,10000,Low,Poor
62639,1935,High,Owned,12,Normal,Yes,15638,Cattle,High School,0,Low,Good
75000,3000,Medium,Leased,5,Variable,Yes,17374,Chicken,High School,500,Medium,Average
62817,2447,High,Owned,7,Normal,Yes,17732,Cattle,High School,10000,Low,Poor
55480,2213,High,Owned,12,Normal,No,15225,Cattle,College Degree,0,High,Very Good
68251,3000,Medium,Leased,12,Variable,No,19616,Chicken,College Degree,2000,Medium,Excellent
53061,2248,High,Owned,10,Variable,Yes,14607,Cattle,High School,0,High,Very Good
53861,1532,High,Owned,7,Normal,Yes,12000,Pigs,High School,500,Low,Poor
49177,1671,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40000,1566,Medium,Owned,8,Variable,Yes,12000,Sheep,None,500,Low,Very Good
59138,2091,Medium,Owned,10,Normal,Yes,15539,Cattle,College Degree,10000,Low,Poor
62842,3000,Medium,Owned,10,Variable,No,16010,Cattle,College Degree,0,Medium,Excellent
56653,2930,Medium,Owned,5,Variable,No,15774,Cattle,College Degree,10000,Low,Very Good
64516,3000,Low,Leased,7,Variable,No,18060,Pigs,College Degree,10000,High,Good
75000,3000,Medium,Leased,5,Variable,No,18860,Chicken,College Degree,2000,Medium,Excellent
72464,2666,High,Owned,7,Normal,Yes,16311,Cattle,None,0,Low,Good
75000,3000,Medium,Leased,5,Normal,No,17101,Chicken,College Degree,2000,Medium,Poor
67393,1868,High,Owned,10,Variable,Yes,14202,Cattle,None,0,Low,Poor
75000,2923,Medium,Leased,5,Unpredictable,No,17955,Chicken,College Degree,2000,Medium,Excellent
73258,2602,Medium,Owned,12,Variable,No,15752,Cattle,College Degree,2000,Medium,Very Good
46092,1670,Low,Owned,10,Normal,Yes,12000,Sheep,None,0,High,Good
50091,2440,Medium,Owned,12,Variable,No,15775,Cattle,College Degree,0,High,Very Good
63571,2481,High,Owned,12,Normal,Yes,15548,Cattle,High School,0,Low,Good
53987,2192,Medium,Owned,12,Variable,No,14797,Cattle,College Degree,0,Low,Excellent
69948,3000,Medium,Leased,5,Variable,No,16620,Cattle,College Degree,2000,Medium,Excellent
49437,2196,Medium,Owned,12,Normal,No,15092,Cattle,None,10000,High,Very Good
50369,2500,High,Owned,10,Normal,Yes,14702,Cattle,College Degree,0,High,Good
40000,1949,High,Owned,8,Normal,Yes,13710,Sheep,None,500,Low,Good
59898,2324,High,Owned,7,Normal,Yes,16519,Pigs,High School,10000,Low,Poor
56619,2283,Medium,Owned,12,Variable,No,15963,Cattle,College Degree,0,High,Very Good
75000,3000,High,Leased,8,Variable,Yes,17482,Chicken,College Degree,2000,Medium,Very Good
60925,2974,Medium,Owned,7,Normal,No,12527,Chicken,None,10000,Low,Average
56391,2420,High,Leased,8,Variable,Yes,15352,Cattle,High School,0,Low,Good
59024,2337,Low,Leased,10,Normal,No,15217,Cattle,High School,0,Low,Very Good
40427,1974,Low,Owned,8,Unpredictable,Yes,14953,Sheep,None,500,High,Average
40000,1963,Low,Owned,10,Unpredictable,Yes,12000,Sheep,None,500,Low,Average
41401,1790,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,2000,High,Average
75000,3000,Medium,Leased,7,Normal,No,19053,Chicken,College Degree,0,Medium,Excellent
41933,2218,High,Owned,12,Normal,Yes,14739,Cattle,None,0,Low,Very Good
55043,2408,Low,Owned,12,Normal,Yes,14734,Cattle,High School,500,Low,Good
51736,2360,High,Owned,10,Variable,No,12434,Cattle,High School,0,Low,Good
40000,1702,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40105,1501,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
49391,1924,Low,Leased,8,Unpredictable,No,12000,Sheep,College Degree,2000,High,Average
40415,1735,Medium,Owned,12,Variable,Yes,14844,Chicken,None,0,High,Average
56518,2448,High,Owned,10,Normal,Yes,17675,Cattle,High School,0,Low,Good
58112,2765,Medium,Owned,5,Variable,Yes,15932,Cattle,College Degree,2000,Medium,Very Good
56352,2262,Medium,Owned,12,Variable,Yes,15922,Cattle,College Degree,0,High,Very Good
60222,2336,Medium,Owned,10,Variable,No,15975,Cattle,High School,0,Medium,Very Good
58259,2451,High,Owned,7,Unpredictable,Yes,14363,Cattle,High School,2000,Low,Poor
75000,3000,Medium,Leased,5,Variable,No,17883,Chicken,College Degree,2000,Medium,Excellent
53442,2942,Low,Leased,8,Variable,Yes,15044,Sheep,None,500,Medium,Poor
73604,3000,Medium,Owned,12,Variable,No,15540,Cattle,College Degree,0,High,Very Good
75000,3000,Medium,Leased,5,Variable,No,19606,Chicken,College Degree,2000,Medium,Good
53102,2589,High,Owned,7,Normal,Yes,16133,Pigs,High School,10000,High,Good
49882,2509,High,Leased,8,Normal,Yes,16551,Cattle,High School,10000,High,Good
74170,3000,Medium,Leased,5,Variable,No,19150,Pigs,College Degree,2000,Medium,Excellent
55821,2621,Medium,Owned,10,Variable,No,15499,Chicken,High School,0,High,Very Good
40448,2097,High,Owned,5,Variable,Yes,17103,Sheep,None,2000,High,Good
45652,1907,Low,Owned,8,Normal,Yes,12000,Sheep,None,10000,Low,Good
40000,2346,Medium,Owned,10,Normal,Yes,14424,Cattle,High School,500,High,Average
55079,2667,Medium,Leased,12,Variable,No,16006,Cattle,College Degree,2000,High,Excellent
56572,3000,High,Leased,7,Normal,Yes,16348,Pigs,High School,10000,Low,Poor
53006,2843,High,Leased,7,Normal,Yes,16316,Pigs,High School,10000,Low,Poor
40000,2022,High,Owned,8,Normal,Yes,18060,Pigs,College Degree,10000,High,Very Good
50057,2699,Medium,Owned,10,Variable,No,15434,Cattle,College Degree,500,High,Very Good
40000,1508,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,0,High,Average
53755,2386,High,Owned,8,Variable,Yes,15278,Cattle,High School,10000,High,Excellent
49854,2340,Medium,Owned,10,Variable,No,15354,Cattle,High School,0,High,Very Good
52080,1786,Low,Owned,12,Unpredictable,Yes,12000,Cattle,High School,0,High,Poor
52894,1821,High,Owned,10,Normal,Yes,14579,Pigs,High School,0,Low,Good
51266,2300,Medium,Owned,12,Variable,No,15591,Cattle,College Degree,0,High,Good
56657,2043,High,Owned,5,Normal,Yes,15048,Cattle,High School,0,Low,Good
60442,3000,Medium,Leased,5,Variable,No,17970,Chicken,College Degree,2000,High,Good
75000,3000,Medium,Leased,5,Variable,No,19944,Chicken,College Degree,2000,Medium,Excellent
43060,2169,High,Owned,8,Normal,Yes,12000,Chicken,None,500,Low,Average
40000,1500,Low,Leased,8,Variable,Yes,12000,Sheep,College Degree,2000,Medium,Average
46004,1553,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
60590,2519,High,Owned,12,Variable,No,15672,Cattle,High School,0,High,Very Good
52271,1988,High,Owned,12,Normal,Yes,15751,Pigs,High School,0,High,Good
75000,2702,Medium,Leased,12,Variable,No,19689,Chicken,College Degree,2000,Medium,Excellent
72106,3000,Low,Owned,5,Variable,No,16510,Sheep,High School,10000,High,Excellent
75000,3000,Medium,Owned,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
44997,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
53483,2695,Low,Owned,10,Normal,Yes,14543,Cattle,High School,0,High,Good
63238,3000,High,Leased,7,Normal,Yes,16566,Pigs,High School,10000,Low,Poor
57800,2207,High,Owned,10,Normal,Yes,15180,Cattle,High School,10000,Low,Good
60015,3000,High,Leased,7,Normal,Yes,17117,Pigs,High School,2000,Low,Poor
75000,2535,Medium,Leased,5,Variable,No,15468,Cattle,College Degree,2000,Medium,Very Good
75000,3000,Medium,Leased,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
61746,2277,High,Owned,12,Variable,Yes,15400,Cattle,None,0,High,Very Good
75000,3000,Medium,Leased,5,Variable,No,19379,Chicken,College Degree,2000,High,Excellent
56849,2371,High,Owned,5,Variable,Yes,19214,Cattle,College Degree,0,Low,Good
56907,1887,High,Leased,12,Variable,Yes,15034,Cattle,College Degree,10000,High,Excellent
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
63196,3000,High,Leased,7,Normal,Yes,17065,Pigs,High School,10000,Low,Poor
53628,2279,Medium,Owned,12,Variable,No,14979,Cattle,College Degree,0,High,Very Good
50738,2429,Medium,Owned,7,Normal,Yes,14544,Sheep,High School,0,High,Very Good
75000,3000,Medium,Leased,5,Variable,No,18925,Chicken,College Degree,2000,Medium,Excellent
70615,2912,Medium,Leased,7,Variable,No,16987,Chicken,College Degree,2000,Medium,Excellent
58492,2149,High,Leased,7,Unpredictable,Yes,15748,Pigs,High School,0,Low,Poor
58355,2322,Low,Owned,10,Variable,No,18141,Cattle,College Degree,0,High,Very Good
66851,2691,High,Leased,7,Normal,Yes,16450,Pigs,High School,10000,Low,Poor
64872,3000,Medium,Owned,12,Variable,No,15811,Cattle,College Degree,0,High,Excellent
42977,2022,High,Owned,10,Normal,Yes,14819,Cattle,High School,0,Low,Good
52427,2229,High,Owned,12,Normal,Yes,13560,Sheep,High School,10000,Low,Good
49949,1500,High,Owned,12,Variable,Yes,15061,Cattle,High School,0,Low,Good
43657,1926,Medium,Owned,10,Normal,No,14486,Cattle,High School,0,High,Very Good
53003,1634,High,Owned,7,Normal,Yes,12000,Pigs,High School,10000,Low,Average
56219,2675,High,Leased,7,Normal,No,18228,Cattle,College Degree,10000,Low,Good
56623,2291,High,Leased,12,Normal,Yes,14709,Cattle,High School,10000,Low,Good
75000,3000,Medium,Owned,5,Variable,No,18822,Chicken,College Degree,2000,Medium,Excellent
48686,2328,Medium,Owned,12,Normal,Yes,16323,Cattle,College Degree,0,Low,Very Good
44928,2343,Medium,Leased,8,Unpredictable,Yes,18501,Pigs,High School,2000,High,Excellent
54758,2077,Medium,Owned,10,Variable,No,16242,Cattle,College Degree,0,High,Very Good
43582,2067,Medium,Owned,10,Variable,No,15817,Cattle,None,0,High,Very Good
60749,2518,High,Owned,7,Variable,Yes,16891,Cattle,High School,10000,Low,Good
57332,1658,Medium,Owned,8,Variable,No,14996,Cattle,College Degree,0,High,Very Good
42646,1830,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40000,2020,Medium,Owned,12,Unpredictable,No,16494,Cattle,College Degree,0,High,Very Good
49149,2107,Low,Leased,8,Unpredictable,Yes,18282,Sheep,High School,500,High,Poor
46046,1710,Low,Leased,8,Unpredictable,Yes,16730,Chicken,None,500,Low,Excellent
54258,1677,Low,Owned,12,Normal,Yes,14825,Cattle,None,0,Low,Very Good
55408,2629,High,Owned,7,Normal,Yes,17587,Pigs,High School,10000,Low,Poor
46130,1556,Low,Owned,8,Unpredictable,Yes,16585,Sheep,High School,500,Low,Average
57142,2223,High,Leased,7,Normal,Yes,15289,Pigs,High School,500,Low,Excellent
75000,3000,Medium,Leased,5,Variable,No,17720,Chicken,College Degree,2000,Medium,Excellent
51804,3000,Low,Owned,8,Variable,Yes,12000,Sheep,College Degree,0,High,Average
63706,2699,High,Leased,7,Normal,Yes,16431,Pigs,High School,10000,Low,Poor
